Epoch,Training Loss,Validation Loss
1,0.019114557653665543,0.009182700887322426
2,0.006890208926051855,0.006145314313471317
3,0.005297224968671799,0.00417134677991271
4,0.004106362350285053,0.0029944584239274263
5,0.0033922609873116016,0.0021685007959604263
6,0.002927968977019191,0.0017918883822858334
7,0.0026474492624402046,0.0024072497617453337
8,0.0024659966584295034,0.0018839036347344518
9,0.0023010808508843184,0.0016057727625593543
10,0.0021708118729293346,0.0017710862448439002
11,0.0021076009143143892,0.0017150291241705418
12,0.0021659217309206724,0.0016824883641675115
13,0.002020526910200715,0.0013111492153257132
14,0.0019959043711423874,0.001470869523473084
15,0.001954512670636177,0.0014758286997675896
16,0.0019196175271645188,0.0015469706850126386
17,0.0018704046960920095,0.0013634038623422384
18,0.0018540623132139444,0.0015826807357370853
19,0.0018375689396634698,0.0014841394731774926
20,0.0018159954342991114,0.0013221437111496925
21,0.0017868723953142762,0.0013796723214909434
22,0.0017579096602275968,0.0012934902915731072
23,0.0017525890143588185,0.001327692298218608
24,0.0016898842295631766,0.0014943241840228438
25,0.0016895493026822805,0.0015100559685379267
26,0.0016950626159086823,0.0014469302259385586
27,0.001659919391386211,0.0015161248156800866
28,0.0016140865627676249,0.0013038070173934102
29,0.0015816788654774427,0.0012062917230650783
30,0.0016108218114823103,0.0011947578750550747
31,0.0015529050724580884,0.001348888035863638
32,0.0015067235799506307,0.0013726628385484219
33,0.0014819750795140862,0.001257020514458418
34,0.0014951491029933095,0.0012387392343953252
35,0.0014338373439386487,0.0013178779045119882
36,0.0014353623846545815,0.001612776075489819
37,0.0013968024868518114,0.0015481419395655394
38,0.0013623022241517901,0.0017587154870852828
39,0.0013482000213116407,0.0012849622871726751
40,0.001295366557314992,0.0013876078883185983
41,0.0012906183255836368,0.0014598977286368608
42,0.0012581332121044397,0.0011535397497937083
43,0.0012362997513264418,0.0012981510953977704
44,0.001208483474329114,0.0011404032120481133
45,0.00119882938452065,0.0013190644094720483
46,0.0011690290411934257,0.0011241247411817312
47,0.0011459934758022428,0.0011863240506500006
48,0.0011298289755359292,0.0011964119039475918
49,0.0011296747252345085,0.001159249572083354
50,0.0011009727604687214,0.0011178338900208473
51,0.0010802479228004813,0.0012725060805678368
52,0.0010615721112117171,0.0011578446719795465
53,0.001053482061251998,0.0012410322669893503
54,0.0010421194601804018,0.001113209524191916
55,0.0010347297647967935,0.0011513098143041134
56,0.0010197263909503818,0.0011085204314440489
57,0.0009992812993004918,0.0011071587214246392
58,0.0010029558325186372,0.001275847665965557
59,0.0009699523798190057,0.0010624837595969439
60,0.0009647544356994331,0.0010924754897132516
61,0.0009323596605099738,0.0009745428105816245
62,0.00092157261678949,0.0011960705742239952
63,0.0008939412073232234,0.000975756673142314
64,0.0008533195359632373,0.0010147072607651353
65,0.0008415112388320267,0.0011461469111964107
66,0.0008091861382126808,0.0009358882089145482
67,0.0007798007573001087,0.0008233937551267445
68,0.000756783236283809,0.0009238662314601243
69,0.0007421449990943074,0.0008192250388674438
70,0.0007294833776541054,0.0008033917983993888
71,0.0006987241213209927,0.0007478448678739369
72,0.0006818872061558068,0.0008242462063208222
73,0.0006706432905048132,0.0007392630213871598
74,0.0006504072807729244,0.0007093871245160699
75,0.0006412406219169497,0.0007649007020518184
76,0.0006275938940234482,0.0007219300605356693
77,0.0006187352119013667,0.0008136011892929673
78,0.0006055710255168378,0.0007498355698771775
79,0.000585076108109206,0.000643031788058579
80,0.0005822301027365029,0.0006744713755324483
81,0.0005736482562497258,0.000581983127631247
82,0.0005496095400303602,0.0006669996655546129
83,0.0005278791068121791,0.000563303881790489
84,0.0005097383400425315,0.0006038353312760592
85,0.0004914840101264417,0.0005630963714793324
86,0.0004753365647047758,0.000520160945598036
87,0.0004688014159910381,0.00056091119768098
88,0.00044231777428649366,0.0005234212731011212
89,0.00043648446444422007,0.0005025102291256189
90,0.0004267457115929574,0.0004614188801497221
91,0.0004206540179438889,0.0004649986803997308
92,0.00041712011443451047,0.0004275764513295144
93,0.00038742119795642793,0.0004928322741761804
94,0.0003825838794000447,0.0005317861796356738
95,0.00037000374868512154,0.0004181048134341836
96,0.000356770062353462,0.0003940730821341276
97,0.0003559766337275505,0.00044914238969795406
98,0.0003525495412759483,0.00043282160186208785
99,0.0003412128717172891,0.00031718783429823816
100,0.0003245328553020954,0.0003282905963715166
101,0.00032678546267561615,0.0002860487438738346
102,0.0003118595341220498,0.00028795027174055576
103,0.00030953422538004816,0.0003325803263578564
104,0.0003026372869499028,0.0002861326502170414
105,0.0002992324880324304,0.000267789262579754
106,0.00029212344088591635,0.0002883850538637489
107,0.0002883169217966497,0.0003217039629817009
108,0.00028644170379266143,0.00035462219966575503
109,0.00027682218933478,0.00026878013159148395
110,0.00027512028464116156,0.00022507105313707143
111,0.00027475866954773664,0.0002653917472343892
112,0.0002688939857762307,0.0002350834256503731
113,0.0002652779221534729,0.00026729569071903825
114,0.0002619308070279658,0.00022799817088525742
115,0.0002572622033767402,0.0003088281664531678
116,0.0002618650905787945,0.00023099701502360404
117,0.0002550596254877746,0.0002019591920543462
118,0.0002524977608118206,0.00023778669128660113
119,0.00024844935978762805,0.000264865841018036
120,0.00024793102056719363,0.0002630191738717258
121,0.00024496158584952354,0.00021660445781890303
122,0.00024360371753573418,0.00023520897957496345
123,0.00024137295258697122,0.00022901016927789897
124,0.0002389273577136919,0.00020909591694362462
125,0.00024071213556453586,0.00017002751701511443
126,0.00023223580501507968,0.0002251814876217395
127,0.00024139147717505693,0.00017485821445006877
128,0.00022731689387001097,0.00017962008132599294
129,0.00023334400611929595,0.00020686295465566218
130,0.0002277322782902047,0.00018897348491009325
131,0.00022537563927471638,0.0002146536426153034
132,0.0002210922830272466,0.00017093887436203659
133,0.000220651418203488,0.00016519735800102353
134,0.00022111261205282062,0.0001912492443807423
135,0.00022345656179822981,0.00018318592628929764
136,0.00022201410320121795,0.00020391299040056765
137,0.00021797569934278727,0.00019265040464233607
138,0.00021934394317213446,0.00016131825395859778
139,0.0002152647648472339,0.00016818333824630827
140,0.00020969666365999728,0.00022457943123299628
141,0.00021646457025781274,0.00019075239833910018
142,0.00021176770678721368,0.0001992642937693745
143,0.00020741538901347667,0.0001690111675998196
144,0.00020726943330373615,0.00015594343130942434
145,0.00020200398284941912,0.0001775726123014465
146,0.0002010762254940346,0.00017643472529016435
147,0.00020274471899028867,0.00024189114628825337
148,0.00020175162353552878,0.0002891505428124219
149,0.00020481907995417714,0.00020465394482016563
150,0.00019974479801021516,0.00017142815340775996
151,0.0001991879107663408,0.000282519991742447
152,0.00020164964371360838,0.0001584212586749345
153,0.00019537728803697973,0.00020249365479685366
154,0.00019557193445507437,0.00016455468721687794
155,0.00020128123287577182,0.0001992702018469572
156,0.00019463767239358276,0.00017741171177476645
157,0.0001947651180671528,0.00016521844372618943
158,0.00019295206584502012,0.0001910516293719411
159,0.00019811285892501473,0.00020551485067699105
144,,0.00015594343130942434
