Epoch,Training Loss,Validation Loss
1,0.015714939683675766,0.008443052880465984
2,0.005648650694638491,0.003466673893854022
3,0.0037355206441134214,0.0023505135904997587
4,0.0028772708028554916,0.002446709666401148
5,0.0023518993984907866,0.002034561475738883
6,0.002048257738351822,0.0016866764053702354
7,0.0018831903580576181,0.0015552649274468422
8,0.001796060474589467,0.0014210668159648776
9,0.0016586962155997753,0.001260521705262363
10,0.0015347053995355964,0.0013570315204560757
11,0.0014547216705977917,0.001114827929995954
12,0.0013228823663666844,0.0012284335680305958
13,0.0012404141016304493,0.001271732966415584
14,0.0011725955409929156,0.001557088689878583
15,0.0011552765499800444,0.0013736803084611893
16,0.0010740493889898062,0.0009373380453325808
17,0.001009601866826415,0.0009187376126646996
18,0.0009712348692119122,0.000936068594455719
19,0.0009330521570518613,0.0013180759269744158
20,0.00091427011648193,0.0009208332630805671
21,0.0008740381454117596,0.0009014146053232253
22,0.000825085153337568,0.0008997778641059995
23,0.0007860902114771307,0.0010081485379487276
24,0.0007707258337177336,0.0008660824387334287
25,0.000726506405044347,0.0008587558986619115
26,0.0007092077285051346,0.0012196757597848773
27,0.0006951378309167922,0.0008235719869844615
28,0.0006566692609339952,0.0008893656195141375
29,0.0006359716062434018,0.000851512944791466
30,0.0006196523900143802,0.0007903476362116635
31,0.0006056217825971544,0.00077096774475649
32,0.0005946526653133333,0.0007355983834713697
33,0.0005706688389182091,0.0007521008374169469
34,0.0005450603784993291,0.0007021917263045907
35,0.0005219207378104329,0.0008611258817836642
36,0.0005261621554382145,0.0006527876830659807
37,0.0004987773718312383,0.0007144283154048026
38,0.00048551440704613924,0.0007067578844726086
39,0.0004713938687928021,0.0007322986493818462
40,0.0004709822533186525,0.0006717747892253101
41,0.0004521407827269286,0.0007225655135698617
42,0.00043807775364257395,0.0011719156755134463
43,0.0004228091856930405,0.0005960296839475632
44,0.00041242700535804033,0.0005932076019234955
45,0.00040606578113511205,0.0005256960866972804
46,0.0003998971660621464,0.00046482434845529497
47,0.00037354137748479843,0.0006530850660055876
48,0.0003691166057251394,0.00041448260890319943
49,0.0003583036013878882,0.0005940429400652647
50,0.00036196756991557777,0.000477476540254429
51,0.00033959548454731703,0.00043037423165515065
52,0.00033046366297639906,0.0006244498654268682
53,0.0003200601786375046,0.0003712530597113073
54,0.0003204915556125343,0.000537065789103508
55,0.00031231233151629567,0.0004884788650088012
56,0.0003124001086689532,0.000508542638272047
57,0.0003051650710403919,0.00037829644861631095
58,0.0003005789185408503,0.0003748924355022609
59,0.0002887965238187462,0.000393486610846594
60,0.0002812138991430402,0.00044306294876150787
61,0.0002801387454383075,0.0003413492813706398
62,0.0002683701168280095,0.00031019971356727183
63,0.00025865097995847464,0.0002975419629365206
64,0.0002538039116188884,0.0002965938183479011
65,0.00024419231340289116,0.00027747522108256817
66,0.0002391773887211457,0.0003001913719344884
67,0.000240294320974499,0.00025190270389430225
68,0.00023169914493337274,0.0002777203044388443
69,0.00022860024182591587,0.00030108779901638627
70,0.00022778872516937554,0.0002668355591595173
71,0.00021961890161037445,0.00031911348924040794
72,0.00021489625214599073,0.0003492349060252309
73,0.0002172599924961105,0.00022880459437146783
74,0.00021520447626244277,0.00028678771923296154
75,0.00021369742171373218,0.00032905847183428705
76,0.00021441810531541705,0.0003109580429736525
77,0.00020989100448787212,0.00033140406594611704
78,0.00020218231657054275,0.00046729648602195084
79,0.000205557094886899,0.0003005879698321223
80,0.00019937950128223747,0.00031373565434478223
81,0.00019968302513007075,0.0002460785035509616
82,0.00020140063134022057,0.00020615140965674073
83,0.0001952848251676187,0.00026621081633493304
84,0.00020267699437681586,0.00025537912733852863
85,0.00019385787891224027,0.00027248365222476423
86,0.00019122140656691045,0.00021991462563164532
87,0.000192914143553935,0.00021435377129819244
88,0.00018582721531856805,0.0002436693903291598
89,0.00018622356583364308,0.0003147194511257112
90,0.00018359893874730915,0.00020329088147263974
91,0.0001824076462071389,0.00020580290583893657
92,0.00018568137602414936,0.000218018758459948
93,0.00018083935719914734,0.0001993704354390502
94,0.0001772518444340676,0.00019525986863300204
95,0.0001791225076885894,0.00026662994059734046
96,0.00017512647900730371,0.0002164179750252515
97,0.00017074203060474247,0.00018604533397592604
98,0.0002443344274070114,0.00029983322019688785
99,0.00020181311992928386,0.0001946538977790624
100,0.00017621746519580483,0.00021074687538202852
101,0.00017452629981562495,0.00019171707390341908
102,0.00017245413619093597,0.00021227750403340906
103,0.00017247674986720085,0.0002224048803327605
104,0.0001687867916189134,0.00018497704877518117
105,0.0001669857738306746,0.00022761026048101485
106,0.00017037424549926072,0.0001875582674983889
107,0.00016792051610536873,0.0002675129799172282
108,0.00017214058607351035,0.000184576929314062
109,0.00016498437616974115,0.00019852376135531813
110,0.00016364545444957912,0.0001871462445706129
111,0.00016551485168747604,0.00016814078844618052
112,0.00016189971938729286,0.00020044221309944987
113,0.00016301409050356597,0.00019364431500434875
114,0.00016202528786379844,0.00019031984265893698
115,0.00015761761460453272,0.00027438366669230163
116,0.00015847955364733934,0.00016382470494136214
117,0.000163186778081581,0.00018416267994325608
118,0.00015509007789660245,0.0001605766883585602
119,0.00015734360204078257,0.00025033587007783353
120,0.0001557132345624268,0.00019814999541267753
121,0.0001543196995044127,0.00017621851293370128
122,0.0001531705493107438,0.00019754222012124956
123,0.00015866100147832185,0.00022748982883058488
124,0.0001541507663205266,0.00021331416792236269
125,0.00016025711374823004,0.00022395905398298055
126,0.0001559182273922488,0.00017061620019376278
127,0.00015258417988661677,0.00017673929687589407
128,0.00015395271475426853,0.000167920341482386
129,0.00015551672549918294,0.00019095440802630037
130,0.0001524563558632508,0.00019052193965762854
