Epoch,Training Loss,Validation Loss
1,0.010829097591340542,0.0037463228218257427
2,0.004242390859872103,0.0022439262829720974
3,0.003157998202368617,0.0022726403549313545
4,0.0024609242100268602,0.0015079184668138623
5,0.0021545083727687597,0.0012922371970489621
6,0.001935699605382979,0.0013237146195024252
7,0.001707857707515359,0.0010377675062045455
8,0.0015291152521967888,0.001337708905339241
9,0.001417085062712431,0.0009504388435743749
10,0.00127418152987957,0.0010430918773636222
11,0.0011756815947592258,0.0010611797915771604
12,0.001089449506253004,0.001070585218258202
13,0.001000300282612443,0.0012243961682543159
14,0.0009613842703402042,0.0009564610663801432
15,0.0008906536386348307,0.0009596861782483757
16,0.0008209807565435767,0.0009837098186835647
17,0.0007750656805001199,0.0008430387824773788
18,0.0007452107383869588,0.0007998615619726479
19,0.0007159137167036533,0.0010620940010994673
20,0.0006578848115168512,0.0007761105662211776
21,0.0006157269817776978,0.0006267108838073909
22,0.0005940624978393316,0.0007740709115751088
23,0.0005486584850586951,0.000978912808932364
24,0.0004894768353551626,0.0004952236195094883
25,0.0004475251189433038,0.00045036087976768613
26,0.00042808358557522297,0.0007920899079181254
27,0.00042962157749570906,0.0011019158409908414
28,0.00040758095565252006,0.0005942322313785553
29,0.00037910533137619495,0.0006719168741255999
30,0.0003767499001696706,0.0004957824712619185
31,0.00036622988409362733,0.0005529145710170269
32,0.00036361662205308676,0.0005041082622483373
33,0.0003562755591701716,0.00042801190284080803
34,0.0003500855527818203,0.00065785669721663
35,0.00033823944977484643,0.0007083409582264721
36,0.0003323373384773731,0.0003891139931511134
37,0.00032527727307751775,0.00043603492667898536
38,0.0003240891674067825,0.0003868786443490535
39,0.0003084688796661794,0.0007152403704822063
40,0.0003060593153350055,0.0005070556653663516
41,0.0002989717177115381,0.0006422201986424625
42,0.0003021796583198011,0.0006976511795073748
43,0.0002971467038150877,0.0008772114524617791
44,0.0002849269367288798,0.000584298511967063
45,0.00031053568818606436,0.0006782860145904124
46,0.0002823352406267077,0.0008906020084396005
47,0.0002745866950135678,0.0006180828204378486
48,0.0002695848233997822,0.000480135582620278
49,0.00026882122620008886,0.0005726675735786557
50,0.0002621815074235201,0.0006019250140525401
51,0.0002597915299702436,0.00047047901898622513
52,0.00025723205180838704,0.001001790864393115
53,0.000256330706179142,0.0008084833389148116
38,,0.0003868786443490535
