Epoch,Training Loss,Validation Loss
1,0.008028480224311352,0.0029375443700701
2,0.002658188110217452,0.0017425648402422667
3,0.0017671312671154737,0.002085174433887005
4,0.0014771794667467475,0.001755280769430101
5,0.0012907920172438025,0.0010175061179324985
6,0.0011766640236601233,0.0009680637158453465
7,0.0010859615867957473,0.0011171578662469983
8,0.0010225337464362383,0.0008450264576822519
9,0.0009301715763285756,0.0008141514845192432
10,0.0008839565562084317,0.0010179280070587993
11,0.0008384355460293591,0.0008222379256039858
12,0.0007841260521672666,0.0008340291096828878
13,0.0007414254359900951,0.0006680713267996907
14,0.0006682023522444069,0.0005737078026868403
15,0.0005917950766161084,0.0008238548180088401
16,0.0005450852913782,0.0005342766526155174
17,0.0005184960318729281,0.0004990953020751476
18,0.0004842017951887101,0.00048116681864485145
19,0.0004544887051451951,0.0005303142825141549
20,0.00044086467823944986,0.0006869005737826228
21,0.00040885753696784377,0.00042285892413929105
22,0.00039422514964826405,0.0005078311078250408
23,0.00037688043084926903,0.0005349458078853786
24,0.00036159856244921684,0.0004487741971388459
25,0.00034789060009643435,0.0004502972005866468
26,0.0003321848635096103,0.0003677929926197976
27,0.00031432390096597373,0.00043301499681547284
28,0.0003167849499732256,0.0004763489414472133
29,0.00031458341982215643,0.00034472133847884834
30,0.00029654274112544954,0.0004179212264716625
31,0.00028229301096871495,0.0003051061066798866
32,0.0002659608144313097,0.0003334064094815403
33,0.00025174766778945923,0.00036418327363207936
34,0.00023740612959954888,0.00032195288804359734
35,0.00023629696806892753,0.00032246674527414143
36,0.00023178051924332976,0.00042691195267252624
37,0.0002254602877655998,0.0002606513153295964
38,0.0002182421158067882,0.00027157014119438827
39,0.00020947668235749006,0.0003784511354751885
40,0.00021156214643269777,0.00031468470115214586
41,0.00019794233958236873,0.0003081966133322567
42,0.00019846140639856458,0.00029409746639430523
43,0.00019777742272708565,0.00029856868786737323
44,0.00018923143215943128,0.0003042735916096717
45,0.00018328444275539368,0.0004050677234772593
46,0.0001828044914873317,0.00038854367448948324
47,0.00017765708616934717,0.0002226530050393194
48,0.00016755812976043671,0.00018806196749210358
49,0.00016734916425775737,0.00019258339307270944
50,0.00016552553279325366,0.00020455577760003507
51,0.0001615534711163491,0.000330964830936864
52,0.00016431645781267434,0.0003004875034093857
53,0.0001724687754176557,0.0002676534641068429
54,0.00015770674508530647,0.00022840227757114917
55,0.00015630175767000765,0.00022050240659154952
56,0.00014986041060183197,0.00018901590374298394
57,0.0001465175300836563,0.0002969804045278579
58,0.0001509446738054976,0.00023466079437639564
59,0.00015029203495942056,0.00020142787252552807
60,0.000148704755702056,0.0002241283218609169
61,0.0001429196126991883,0.0002062611310975626
62,0.0001514584437245503,0.00024567049695178866
63,0.00014248746447265148,0.0001711609511403367
64,0.0001442594948457554,0.000266653805738315
65,0.00014317643945105374,0.00019848562078550458
66,0.00013665691949427128,0.00020527611195575446
67,0.00013638808741234243,0.00020395414321683347
68,0.00013496082101482898,0.00016515961033292115
69,0.00014124282461125404,0.00024380524700973183
70,0.00013564224354922771,0.00016827757644932717
71,0.00013211206533014774,0.00025975011521950364
72,0.00013219573884271085,0.00019198418885935098
73,0.00013011613918934017,0.0001945127733051777
74,0.00013052466965746135,0.0003742084663826972
75,0.00013386034697759897,0.00016740111459512264
76,0.00013054412556812167,0.0001922139636008069
77,0.0001252825604751706,0.00016487650282215327
78,0.00012430919741746038,0.00023142604914028198
79,0.00012488280481193215,0.0001952990423887968
80,0.0001273102534469217,0.0002087946340907365
81,0.0001256430841749534,0.00015007640467956662
82,0.00011763618385884911,0.00023197816335596144
83,0.000119448930490762,0.00022201349202077836
84,0.00012171326670795679,0.00019034772412851453
85,0.00011951135820709169,0.00030145657365210354
86,0.00011387356062186882,0.00020362703071441501
87,0.00011454648483777419,0.000229547600611113
88,0.00011662635370157659,0.00018258900672663003
89,0.00011308156535960734,0.0003414531529415399
90,0.00011562851432245225,0.0003164582885801792
91,0.00011265501234447584,0.00028987511177547276
92,0.00011061695113312453,0.00028273151838220656
93,0.00011303604696877301,0.0001871326530817896
94,0.00011380334035493433,0.0002655405842233449
95,0.00011080513650085777,0.00018293522589374334
96,0.00011518009705469012,0.00022164745314512402
81,,0.00015007640467956662
